Gene,Log2FoldChange,pvalue
ENSG00000261351,-0.069123603,0.327254926
ENSG00000261353,-0.180332617,0.17251585
ENSG00000261355,0.017371289,0.891758967
ENSG00000261360,0.130224124,0.255368027
ENSG00000261366,0.121188842,0.321933187
ENSG00000261372,0.093230708,0.375068507
ENSG00000261373,-0.186727829,0.150416912
ENSG00000261375,-0.019904071,0.680338082
ENSG00000261377,0.035570768,0.762739759
ENSG00000261379,-0.184713153,0.108365692
ENSG00000261386,0.019106931,0.754887148
ENSG00000261390,0.043004782,0.533330429
ENSG00000261401,-0.005854632,0.948320633
ENSG00000261408,-0.017838693,0.839383237
ENSG00000261418,-0.036450959,0.722899505
ENSG00000261423,-0.001772168,0.98567812
ENSG00000261425,1.585896854,0.000423365
ENSG00000261428,-0.117420012,0.180999623
ENSG00000261438,-0.013110171,0.917745867
ENSG00000261441,0.053596329,0.329679676
ENSG00000261442,-0.00488805,0.92682763
ENSG00000261447,0.004135626,0.938643595
ENSG00000261452,1.819518186,0.003753361
ENSG00000261455,-0.029822641,0.811737347
ENSG00000261457,-0.047276194,0.562989246
ENSG00000261460,-0.038742665,0.469224284
ENSG00000261461,-0.053885867,0.623335084
ENSG00000261468,-2.301517594,2.64E-09
ENSG00000261474,0.050478721,0.662835961
ENSG00000261480,0.038354178,0.620932497
ENSG00000261485,-0.060299545,0.639630725
ENSG00000261488,-0.027494385,0.676372325
ENSG00000261490,-1.356177183,5.09E-09
ENSG00000261496,0.104088284,0.324939562
ENSG00000261504,0.04732807,0.548467489
ENSG00000261505,0.061227516,0.643406815
ENSG00000261509,0.038813823,0.331536585
ENSG00000261512,-0.184541318,0.087578683
ENSG00000261513,0.036452433,0.497153642
ENSG00000261526,-0.037868252,0.727583476
ENSG00000261533,-0.033883368,0.50264236
ENSG00000261534,0.129832044,0.345940132
ENSG00000261542,-0.063612413,0.464075873
ENSG00000261546,0.026713289,0.566108034
ENSG00000261550,0.147232196,0.216010561
ENSG00000261553,-0.083476242,0.447283631
ENSG00000261556,0.173908699,0.18956652
ENSG00000261557,-0.054785265,0.487810426
ENSG00000261559,0.183019031,0.161647474
ENSG00000261560,0.04572318,0.411321121
ENSG00000261567,0.085984998,0.258300313
ENSG00000261568,-0.041961099,0.454615146
ENSG00000261575,0.065016444,0.340917428
ENSG00000261578,-0.298017164,0.043384598
ENSG00000261581,-0.017399422,0.855162163
ENSG00000261582,0.075053183,0.508567201
ENSG00000261584,0.139774898,0.223921389
ENSG00000261586,0.007719337,0.932472237
ENSG00000261589,-1.104541633,0.000279604
ENSG00000261592,-0.011026532,0.846759273
ENSG00000261596,0.050731634,0.269807724
ENSG00000261597,0.977937945,4.24E-09
ENSG00000261599,0.003081497,0.974193927
ENSG00000261600,0.006848761,0.873799966
ENSG00000261609,-0.342438436,0.00900016
ENSG00000261612,0.110802406,0.167487729
ENSG00000261613,0.076178923,0.508355867
ENSG00000261614,-0.287024606,0.08132821
ENSG00000261616,0.120441172,0.246852368
ENSG00000261620,0.031196262,0.716861306
ENSG00000261625,-0.436409869,0.01572337
ENSG00000261643,-0.03471258,0.723109919
ENSG00000261644,-0.125278263,0.268631274
ENSG00000261646,-0.111205377,0.189877376
ENSG00000261652,0.244647993,0.107967845
ENSG00000261654,0.006879786,0.91963641
ENSG00000261655,0.836685847,0.010703296
ENSG00000261659,0.054681736,0.607684825
ENSG00000261662,-0.488824595,0.022671111
ENSG00000261663,0.029207663,0.720202014
ENSG00000261669,-0.025185007,0.663621063
ENSG00000261685,-2.160323957,6.34E-08
ENSG00000261690,0.336273351,0.041884258
ENSG00000261693,0.049762842,0.292619062
ENSG00000261705,-0.495321657,0.016472298
ENSG00000261708,0.038743984,0.556812591
ENSG00000261712,0.045401307,0.589887568
ENSG00000261716,-0.102489616,0.421002343
ENSG00000261730,0.353250438,0.046794972
ENSG00000261731,0.065731976,0.383493792
ENSG00000261737,-0.049892532,0.628374332
ENSG00000261739,-0.01544893,0.901415243
ENSG00000261740,-0.060722308,0.55509921
ENSG00000261742,0.049420027,0.498980555
ENSG00000261744,0.10146695,0.176766647
ENSG00000261757,0.008451512,0.860168409
ENSG00000261758,-0.006539847,0.87873668
ENSG00000261760,0.175974191,0.112918768
ENSG00000261766,-0.02558801,0.736557001
ENSG00000261770,0.003492011,0.957051605
ENSG00000261773,-0.04468209,0.445631249
ENSG00000261777,-0.034273556,0.595692801
ENSG00000261783,-0.015540358,0.812865134
ENSG00000261786,0.057865683,0.623892169
ENSG00000261792,0.030024191,0.650663325
ENSG00000261794,0.023632991,0.847506803
ENSG00000261799,-0.180594261,0.182867339
ENSG00000261801,0.621792255,1.49E-05
ENSG00000261819,-0.173403798,0.184802826
ENSG00000261823,0.02785636,0.551482357
ENSG00000261824,0.220443302,0.066712782
ENSG00000261827,1.533011252,0.000426887
ENSG00000261839,0.065174403,0.191181983
ENSG00000261840,0.095276001,0.306136006
ENSG00000261879,0.223188402,0.096527223
ENSG00000261884,0.106272739,0.371980182
ENSG00000261888,0.582634519,0.002488668
ENSG00000261889,0.008804055,0.870963889
ENSG00000261916,-0.022345903,0.665373304
ENSG00000261924,-0.038079343,0.489610957
ENSG00000261934,-0.012663032,0.92084764
ENSG00000261970,0.047041714,0.39270303
ENSG00000261971,0.072171724,0.587462192
ENSG00000261997,0.116022444,0.275210443
ENSG00000262001,-0.401567843,0.020585178
ENSG00000262003,-0.012619841,0.797799813
ENSG00000262039,0.062768623,0.186865363
ENSG00000262049,-0.072583946,0.554059841
ENSG00000262050,0.041988523,0.371574003
ENSG00000262089,0.029673965,0.813820373
ENSG00000262094,0.079294552,0.171935657
ENSG00000262096,0.037358759,0.601691464
ENSG00000262097,1.366505372,0.00917314
ENSG00000262115,0.035067072,0.514912435
ENSG00000262118,0.028914449,0.70919056
ENSG00000262140,-0.015641545,0.790904932
ENSG00000262147,-0.023985557,0.640000134
ENSG00000262155,-0.021467937,0.852368648
ENSG00000262165,0.015034475,0.846868528
ENSG00000262171,-0.028445663,0.608389344
ENSG00000262180,-0.001143275,0.987678319
ENSG00000262185,-0.140000687,0.297884401
ENSG00000262194,0.043199933,0.631366046
ENSG00000262209,0.066492711,0.578917419
ENSG00000262222,0.028455245,0.713169271
ENSG00000262223,-0.058619586,0.405128218
ENSG00000262227,-0.020691722,0.807476431
ENSG00000262246,-0.412598074,0.032444274
ENSG00000262248,0.007500854,0.885631237
ENSG00000262251,0.041665925,0.491329156
ENSG00000262319,-0.012314412,0.793707069
ENSG00000262333,0.024034741,0.753741042
ENSG00000262372,0.047884898,0.534976692
ENSG00000262410,0.044537011,0.539989251
ENSG00000262420,-0.059395669,0.458694215
ENSG00000262434,-0.011921675,0.882339928
ENSG00000262454,0.00085519,0.994660868
ENSG00000262468,0.5885161,0.01553864
ENSG00000262500,0.087454665,0.239933581
ENSG00000262519,-0.002723474,0.961075231
ENSG00000262539,0.018304874,0.854681664
ENSG00000262576,-0.033265216,0.787259524
ENSG00000262580,-0.07773707,0.51811307
ENSG00000262583,0.190775577,0.178360186
ENSG00000262585,-0.02480071,0.703108829
ENSG00000262587,0.135510243,0.235508835
ENSG00000262601,0.073006025,0.552682149
ENSG00000262652,0.058600279,0.202622022
ENSG00000262663,0.021545818,0.723185144
ENSG00000262678,-0.065797986,0.388112658
ENSG00000262686,0.048390048,0.555571055
ENSG00000262691,0.624340935,0.007887863
ENSG00000262692,0.010281338,0.921375599
ENSG00000262700,0.0125457,0.802420825
ENSG00000262712,0.016459872,0.855671574
ENSG00000262728,0.202842653,0.169760785
ENSG00000262758,-0.331947424,0.011679077
ENSG00000262766,-0.093472145,0.39908792
ENSG00000262777,0.053139915,0.371892231
ENSG00000262814,-0.18201683,0.203909848
ENSG00000262848,-0.001830083,0.978193776
ENSG00000262877,-0.042787139,0.705731444
ENSG00000262879,0.026956479,0.836282875
ENSG00000262888,-0.040636701,0.586481758
ENSG00000262902,-0.003246129,NA
ENSG00000262903,0.193922378,0.185396993
ENSG00000262943,-0.025414743,0.763405956
ENSG00000262944,-0.159782687,0.247303564
ENSG00000262966,-0.020498071,0.71602875
ENSG00000263002,0.165102339,0.149173801
ENSG00000263004,0.367134958,0.045561889
ENSG00000263006,-0.421774764,0.001444453
ENSG00000263011,-0.001965536,0.968430606
ENSG00000263013,0.12304232,0.317158757
ENSG00000263050,-0.047609591,0.679310899
ENSG00000263053,0.027389148,0.716903572
ENSG00000263069,0.017259376,0.871888258
ENSG00000263072,0.301676948,0.043376935
ENSG00000263080,0.054860588,0.519089032
ENSG00000263089,-0.003497549,0.949948985
ENSG00000263105,0.0177026,0.730851494
ENSG00000263120,0.092554729,0.125219232
ENSG00000263126,-0.058854221,0.375631838
ENSG00000263142,-0.015081267,0.875931961
ENSG00000263164,0.113338506,0.257804861
ENSG00000263177,0.044202687,0.392569839
ENSG00000263179,-0.047461888,0.587896772
ENSG00000263198,0.014114231,0.808982363
ENSG00000263214,0.024492272,0.776280273
ENSG00000263219,-0.036175108,0.478088491
ENSG00000263220,0.011854013,0.816538109
ENSG00000263235,0.090781706,0.281499712
ENSG00000263244,-0.072440647,0.514522025
ENSG00000263264,0.11720055,0.095368868
ENSG00000263272,0.056654068,0.666623294
ENSG00000263280,-0.029980696,0.594379429
ENSG00000263293,-0.005971474,0.922997745
ENSG00000263307,-0.013618648,0.817533096
ENSG00000263320,0.035898114,0.756702071
ENSG00000263326,0.067641894,0.51736348
ENSG00000263327,0.158605848,0.240938954
ENSG00000263335,0.06240224,0.583027471
ENSG00000263345,0.237705059,0.124831348
ENSG00000263350,-0.008839595,0.885709825
ENSG00000263361,0.081161064,0.228503912
ENSG00000263370,-0.088196343,0.192803943
ENSG00000263400,0.021248557,0.871697049
ENSG00000263412,0.034750624,0.761227207
ENSG00000263422,-0.034454761,0.702957792
ENSG00000263429,0.009282397,0.84517041
ENSG00000263432,0.141494294,0.2554752
ENSG00000263443,0.059510296,0.034556976
ENSG00000263466,0.036857784,0.474958836
ENSG00000263470,0.282396699,0.084428316
ENSG00000263503,0.087010488,0.260765417
ENSG00000263508,-0.001538036,0.971753482
ENSG00000263531,-0.000254542,0.995539048
ENSG00000263535,0.009668594,0.942502217
ENSG00000263563,0.390923506,0.000519668
ENSG00000263567,0.124766669,0.000723668
ENSG00000263603,0.03174774,0.667168042
ENSG00000263606,0.09173037,0.279650725
ENSG00000263624,0.026771984,0.533309127
ENSG00000263627,-0.015984468,0.777237992
ENSG00000263660,-0.012623869,0.853575059
ENSG00000263675,-0.120702368,0.147809154
ENSG00000263727,0.123323481,0.055521062
ENSG00000263731,-0.107908382,0.245871817
ENSG00000263740,-0.017326082,0.791968607
ENSG00000263753,0.015563166,0.890356619
ENSG00000263766,-0.023337588,0.599686394
ENSG00000263786,-0.020104075,0.679399785
ENSG00000263806,-0.054708017,0.383397979
ENSG00000263812,0.172213515,0.231253572
ENSG00000263818,1.510533096,0.008826681
ENSG00000263820,-0.073256569,0.501849303
ENSG00000263823,-0.147246673,0.164151069
ENSG00000263826,0.02045273,0.844714831
ENSG00000263834,-0.046170179,0.370572065
ENSG00000263842,0.106149653,0.069418445
ENSG00000263843,0.03559888,0.694123435
ENSG00000263846,-0.021104044,0.752922947
ENSG00000263853,-0.003142647,0.936159885
ENSG00000263874,-0.034499572,0.777330407
ENSG00000263884,0.00900775,0.85662662
ENSG00000263887,-0.111692567,0.350832182
ENSG00000263916,0.048727063,0.49481397
ENSG00000263931,-0.002473386,0.969297195
ENSG00000263934,0.080350111,0.165568196
ENSG00000263958,-0.04409915,0.339734957
ENSG00000263968,0.014612835,0.774962809
ENSG00000263982,-0.023534461,0.747642401
ENSG00000263990,-0.066136123,0.409026379
ENSG00000264007,-1.383799352,0.002154061
ENSG00000264012,-0.018302099,0.736558659
ENSG00000264016,0.001493972,0.990746709
ENSG00000264017,-6.74E-06,0.999166762
ENSG00000264043,-0.177304709,0.210333499
ENSG00000264049,0.043001605,0.563586049
ENSG00000264057,-0.03110574,0.699493158
ENSG00000264058,0.320441362,0.063764278
ENSG00000264070,0.084837462,0.410344621
ENSG00000264098,0.008750868,0.930469539
ENSG00000264107,0.052519004,0.600990134
ENSG00000264109,-0.048859019,0.649884029
ENSG00000264112,-0.060050618,0.633710752
ENSG00000264148,0.093756103,0.210691593
ENSG00000264175,0.050562915,0.430634816
ENSG00000264176,0.057385422,0.562267454
ENSG00000264187,0.04149544,0.508459141
ENSG00000264188,-0.016368146,0.737131347
ENSG00000264201,-0.026436721,0.616136336
ENSG00000264207,0.03814223,0.706619793
ENSG00000264219,0.005465071,0.927383972
ENSG00000264237,0.06173406,0.283770489
ENSG00000264247,0.185675925,0.109835175
ENSG00000264266,0.038249211,0.565984121
ENSG00000264268,0.001930599,0.979689777
ENSG00000264269,-0.054445326,0.483495846
ENSG00000264278,0.103605582,0.414382638
ENSG00000264281,0.063036882,0.59277383
ENSG00000264290,-0.036673116,0.688799789
ENSG00000264304,-0.000168197,0.996375201
ENSG00000264324,0.015527145,0.803071412
ENSG00000264329,0.059894919,0.364643079
ENSG00000264345,0.171162636,0.034543992
ENSG00000264350,-0.09514092,0.448029474
ENSG00000264364,0.080370184,0.459660062
ENSG00000264365,0.024330093,0.620386025
ENSG00000264392,0.008218705,0.906262081
ENSG00000264425,0.024505421,0.646696924
ENSG00000264433,-0.04597391,0.677195021
ENSG00000264456,-0.014008865,0.869227612
ENSG00000264469,-0.663590958,0.001549661
ENSG00000264514,-0.034461171,0.773268859
ENSG00000264520,0.027334725,0.690143516
ENSG00000264538,-0.058351856,0.582419038
ENSG00000264548,0.053800239,0.565054076
ENSG00000264569,-0.204415527,0.00038512
ENSG00000264570,0.014214463,0.809063905
ENSG00000264575,0.144200457,0.267017991
ENSG00000264577,0.054709846,0.586197707
ENSG00000264608,0.035997042,0.589960005
ENSG00000264635,-0.009144622,0.888085576
ENSG00000264673,0.058816485,0.27445673
ENSG00000264745,-0.927938901,0.006852346
ENSG00000264756,-0.367759816,0.025168988
ENSG00000264769,-0.021357175,0.82194984
ENSG00000264772,-0.001564623,0.973148693
ENSG00000264801,-0.004435619,0.922130553
ENSG00000264868,-4.196341847,7.16E-07
ENSG00000264885,-0.937693926,1.32E-10
ENSG00000264918,-0.001566634,0.98031512
ENSG00000264920,-0.025188709,0.843609857
ENSG00000264924,-0.027148938,0.555636033
ENSG00000264937,-0.040888696,0.422836176
ENSG00000264940,0.084484224,0.034637501
ENSG00000264943,-0.047782866,0.495950519
ENSG00000264961,-0.022332329,0.651233152
ENSG00000264964,0.259670869,0.103811652
ENSG00000265010,0.010319783,0.845908819
ENSG00000265033,0.056097132,0.275908024
ENSG00000265055,0.064114305,0.226870186
ENSG00000265100,-0.007067056,0.907492453
ENSG00000265139,0.03135978,0.675207951
ENSG00000265142,-0.095049007,0.141652542
ENSG00000265148,0.833645611,0.010394262
ENSG00000265150,-0.003216127,0.952068638
ENSG00000265158,0.086263673,0.133123005
ENSG00000265194,0.006078969,0.952062323
ENSG00000265205,0.072922054,0.418610115
ENSG00000265218,0.003690652,0.968764998
ENSG00000265242,0.024719211,0.812539965
ENSG00000265273,-0.009647214,0.916450366
ENSG00000265298,-0.305650898,0.066447339
ENSG00000265315,-0.007794839,0.893525421
ENSG00000265321,0.089714142,0.096652164
ENSG00000265331,-0.028824419,0.515524107
ENSG00000265399,-0.095159512,0.290081058
ENSG00000265411,0.005837904,0.923400255
ENSG00000265413,-0.006068708,0.944649104
ENSG00000265415,-0.190871302,0.121393264
ENSG00000265417,0.036440058,0.523072373
ENSG00000265443,-0.050684812,0.318606185
ENSG00000265445,0.00876582,0.865286283
ENSG00000265458,0.018803157,0.806780269
ENSG00000265474,0.063699468,0.29225545
ENSG00000265478,-0.005179026,0.901883457
ENSG00000265485,0.049982061,0.434963465
ENSG00000265490,0.001664261,0.975977994
ENSG00000265511,-0.073416373,0.424940259
ENSG00000265519,-0.055057352,0.670077683
ENSG00000265533,0.059519887,0.379750326
ENSG00000265559,0.020643314,0.577961076
ENSG00000265574,0.064173145,0.202055112
ENSG00000265579,0.020334943,0.713966555
ENSG00000265611,-0.028719834,0.538195471
ENSG00000265625,-0.07136969,0.368384481
ENSG00000265638,0.067469773,0.298425834
ENSG00000265660,-0.019194284,0.822691389
ENSG00000265666,-0.030975626,0.791334732
ENSG00000265678,0.088947538,0.278645377
ENSG00000265681,-0.366230579,0.039700706
ENSG00000265683,0.116031643,0.152127955
ENSG00000265688,0.158280985,0.25987864
ENSG00000265702,-5.555029613,5.16E-05
ENSG00000265735,0.006237786,NA
ENSG00000265749,0.133385571,0.233439418
ENSG00000265750,0.052055583,0.49415363
ENSG00000265752,0.034402616,0.706419764
ENSG00000265778,-0.105506181,0.205454474
ENSG00000265791,-0.050289247,0.52750322
ENSG00000265798,0.018533923,0.811205894
ENSG00000265802,0.035250751,0.476040159
ENSG00000265806,0.004305725,0.957084731
ENSG00000265817,0.02273901,0.769573708
ENSG00000265821,-0.002845681,0.956177937
ENSG00000265830,0.034104515,0.58644473
ENSG00000265867,-0.030835673,0.609758666
ENSG00000265916,0.011560006,0.813145039
ENSG00000265917,0.026080453,0.662957281
ENSG00000265936,0.048380322,0.518611748
ENSG00000265939,-0.015713504,0.849652001
ENSG00000265943,-0.01141799,0.848320423
ENSG00000265962,-0.057239921,0.449717345
ENSG00000265982,-0.084016974,0.347289772
ENSG00000266010,0.292730742,0.059877092
ENSG00000266017,0.03708718,0.525799542
ENSG00000266032,-0.003467051,0.964254906
ENSG00000266037,-0.022865833,0.712551844
ENSG00000266040,-0.054333348,0.348974102
ENSG00000266043,-0.006339306,0.858909433
ENSG00000266053,0.012230645,0.923370506
ENSG00000266066,0.02293634,0.83441759
ENSG00000266079,-0.077246839,0.252623532
ENSG00000266098,0.033039567,0.583454557
ENSG00000266111,0.003138626,0.94215523
ENSG00000266117,0.03470229,0.51099371
ENSG00000266124,0.099425926,0.239241712
ENSG00000266129,0.053472244,0.45708111
ENSG00000266145,0.027369719,0.624893207
ENSG00000266164,-0.047169079,0.366358945
ENSG00000266171,0.015185892,0.751639143
ENSG00000266173,-0.02216901,0.86303357
ENSG00000266176,0.276951195,0.016155206
ENSG00000266208,-0.079158869,0.521768434
ENSG00000266235,0.017352882,0.804261689
ENSG00000266236,0.022718603,0.713663297
ENSG00000266239,-0.124889008,0.050565801
ENSG00000266256,-0.067161269,0.338060059
ENSG00000266258,-0.02147354,0.728893874
ENSG00000266289,-0.101135466,0.186223381
ENSG00000266296,0.022206473,0.650257061
ENSG00000266313,0.03842409,0.435228151
ENSG00000266365,0.07321326,0.502868518
ENSG00000266373,-0.427158439,0.028258489
ENSG00000266402,-0.002410562,0.968687377
ENSG00000266405,0.07242137,0.557997251
ENSG00000266441,0.010872392,0.835140987
ENSG00000266445,0.083910563,0.21440073
ENSG00000266446,0.008778988,0.845277798
ENSG00000266456,0.361018819,0.019233091
ENSG00000266469,0.018924537,0.860242565
ENSG00000266473,0.023222463,0.727849826
ENSG00000266486,0.056831746,0.306481062
ENSG00000266490,-0.067833652,0.38227137
ENSG00000266497,0.060317514,0.514624246
ENSG00000266501,0.016388464,0.845651164
ENSG00000266504,0.123623214,0.220262247
ENSG00000266522,0.028447125,0.602960779
ENSG00000266538,0.016125489,0.748674443
ENSG00000266539,-0.07826207,0.127486645
ENSG00000266554,0.023742643,0.542926046
ENSG00000266573,0.073656339,0.246334527
ENSG00000266601,0.015756255,0.790290021
ENSG00000266643,0.05112997,0.22541674
ENSG00000266644,0.006195004,0.947670398
ENSG00000266648,-0.015410503,0.776901091
ENSG00000266651,-0.001181558,0.985139316
ENSG00000266658,0.044009378,0.740092974
ENSG00000266670,-0.066933106,0.221009208
ENSG00000266680,0.179251133,0.189280252
ENSG00000266701,0.000372133,0.998288751
ENSG00000266708,-0.05298762,0.306022796
ENSG00000266709,-0.067331675,0.536405101
ENSG00000266714,-0.121991033,0.363950453
ENSG00000266718,-0.048036904,0.525747485
ENSG00000266750,0.031453301,0.465596619
ENSG00000266753,0.017583745,0.890747145
ENSG00000266777,-0.088007765,0.478317966
ENSG00000266783,0.098044823,0.113773086
ENSG00000266831,-0.016170479,0.840802663
ENSG00000266835,0.085445311,0.402172027
ENSG00000266852,-0.053814805,0.516649211
ENSG00000266865,0.589349472,0.001429671
ENSG00000266876,0.055381486,0.343822879
ENSG00000266877,0.042541421,0.475741308
ENSG00000266896,0.083380589,0.398371727
ENSG00000266897,-0.014837014,0.783021951
ENSG00000266903,0.143083816,0.139545927
ENSG00000266904,0.092423917,0.449081151
ENSG00000266907,-0.063421839,0.309730651
ENSG00000266910,0.014934535,0.815861328
ENSG00000266912,0.043977746,0.386844636
ENSG00000266916,0.063371268,0.497862618
ENSG00000266918,0.025347964,0.809806779
ENSG00000266921,0.000894337,0.993708287
ENSG00000266926,0.001895075,0.965935056
ENSG00000266930,-0.022454777,0.861989938
ENSG00000266934,-0.03131593,0.717595137
ENSG00000266935,0.02966516,0.705210063
ENSG00000266947,0.248890371,0.089923637
ENSG00000266962,0.026244995,0.708514659
ENSG00000266964,-0.017394574,0.833611903
ENSG00000266967,0.070080694,0.528995041
ENSG00000266968,-0.081261838,0.19540945
ENSG00000266970,0.028156411,0.698880051
ENSG00000266983,0.036436035,0.607928249
ENSG00000266988,-0.137394317,0.049204919
ENSG00000266992,-0.045064705,0.673190559
ENSG00000266993,-0.118756357,0.355058744
ENSG00000266996,-0.036437998,0.431537126
ENSG00000267000,0.010835362,0.920666068
ENSG00000267002,0.703179011,0.000696908
ENSG00000267003,-0.026561155,0.585396815
ENSG00000267009,-0.042741258,0.498074962
ENSG00000267010,-0.440972443,0.029493947
ENSG00000267011,0.008627041,0.916255193
ENSG00000267023,0.428115064,0.010376382
ENSG00000267025,0.046022405,0.68215522
ENSG00000267026,0.150244806,0.020313272
ENSG00000267034,-0.026235778,0.541047723
ENSG00000267040,-0.045069338,0.692117851
ENSG00000267041,-0.029982846,0.819925063
ENSG00000267042,1.20909867,0.007973487
ENSG00000267043,-0.037956291,0.470595483
ENSG00000267049,0.002480195,0.964602426
ENSG00000267052,0.066345858,0.303270145
ENSG00000267053,0.0096521,0.910033794
ENSG00000267058,0.140342217,0.29834134
ENSG00000267060,-0.137954267,0.064896542
ENSG00000267064,0.010693804,0.876554201
ENSG00000267069,-0.040376201,0.501680251
ENSG00000267080,0.194455418,0.139558768
ENSG00000267082,-0.035701639,0.74770035
ENSG00000267096,0.01993969,0.59135761
ENSG00000267097,-0.117972467,0.156629373
ENSG00000267100,0.224180652,0.105205348
ENSG00000267102,-0.392028436,0.038478541
ENSG00000267106,0.252830907,0.078293311
ENSG00000267108,0.00937827,0.917440114
ENSG00000267113,0.013487682,0.874613397
ENSG00000267114,0.054916822,0.44975602
ENSG00000267118,0.129962139,0.283822635
ENSG00000267119,0.011290108,0.905981029
ENSG00000267121,0.807101516,0.00063533
ENSG00000267127,0.046097807,0.570968266
ENSG00000267131,0.071693815,0.21763713
ENSG00000267137,-0.021179535,0.81039966
ENSG00000267141,0.011776631,0.805811487
ENSG00000267143,-0.056691629,0.448592183
ENSG00000267152,0.153175643,0.246135207
ENSG00000267160,0.004823264,0.919204292
ENSG00000267161,0.336299182,0.049101745
ENSG00000267163,0.079979821,0.376941023
ENSG00000267169,0.154528465,0.274388011
ENSG00000267185,0.023005401,0.81980746
ENSG00000267191,0.035678074,0.456222301
ENSG00000267192,0.053474705,0.459834141
ENSG00000267194,0.021450786,0.80372506
ENSG00000267197,0.032322544,0.658261695
ENSG00000267198,-0.039469107,0.715297299
ENSG00000267199,0.037084521,0.754871038
ENSG00000267201,-0.021346962,0.795360065
ENSG00000267203,-0.04372725,0.48846065
ENSG00000267213,0.008011984,0.930687115
ENSG00000267216,0.151125516,0.076505204
ENSG00000267219,0.077983225,0.397280693
ENSG00000267226,0.022161297,0.630330833
ENSG00000267237,0.041913902,0.490654645
ENSG00000267240,0.068641479,0.146124713
ENSG00000267242,0.117344932,0.301959995
ENSG00000267244,-0.191182391,0.180266855
ENSG00000267246,0.234620999,0.090925019
ENSG00000267248,-0.002850394,0.977837975
ENSG00000267249,-0.008981667,0.919775453
ENSG00000267253,0.033187288,0.515891468
ENSG00000267254,0.051996791,0.679996696
ENSG00000267257,-0.007516755,0.849806939
ENSG00000267265,-0.051605249,0.583673787
ENSG00000267270,0.229313548,0.125938424
ENSG00000267272,-0.012721499,0.876108728
ENSG00000267274,0.032971988,0.556736601
ENSG00000267277,0.001860867,0.974227759
ENSG00000267278,0.155244562,0.158133328
ENSG00000267279,0.038558041,0.70641163
ENSG00000267280,-0.061787126,0.636317215
ENSG00000267281,0.005525387,0.934992687
ENSG00000267283,0.0128827,0.885128622
ENSG00000267288,-0.035626809,0.703395974
ENSG00000267295,0.076170115,0.208370461
ENSG00000267299,0.065865553,0.180958089
ENSG00000267302,-0.016731863,0.879565954
ENSG00000267305,0.043968866,0.391341693
ENSG00000267309,0.000147135,0.999598075
ENSG00000267313,0.104172943,0.067818097
ENSG00000267315,-0.010019072,0.875929844
ENSG00000267317,-0.17666803,0.181242158
ENSG00000267321,-0.184917542,0.162721077
ENSG00000267322,0.028098977,0.576733755
ENSG00000267325,0.049200486,0.492947044
ENSG00000267326,-0.021390351,0.747573513
ENSG00000267336,0.022807468,0.734619996
ENSG00000267339,4.217563625,2.16E-08
ENSG00000267340,0.123590496,0.167149488
ENSG00000267342,-0.044001754,0.615340764
ENSG00000267348,0.03554788,0.622813597
ENSG00000267350,0.091112948,0.374108938
ENSG00000267352,-0.018444233,0.880243423
ENSG00000267355,0.038624463,0.645018987
ENSG00000267361,-0.54105148,0.017515307
ENSG00000267364,-0.001526213,0.981265053
ENSG00000267365,0.173015313,0.224986616
ENSG00000267370,-0.062589647,0.609580987
ENSG00000267372,-0.013277992,0.807121182
ENSG00000267381,0.06378882,0.609916812
ENSG00000267383,-0.069756361,0.384665517
ENSG00000267390,0.004235197,0.97428965
ENSG00000267394,-0.101984828,0.315260573
ENSG00000267395,-0.011320907,0.922036132
ENSG00000267397,-0.112899738,0.108347982
ENSG00000267414,0.192702369,0.182833515
ENSG00000267416,-0.062972654,0.316242999
ENSG00000267419,0.14093312,0.236425396
ENSG00000267421,0.015355682,0.814834786
ENSG00000267422,-0.004479156,0.970318336
ENSG00000267427,-0.295898415,0.013445226
ENSG00000267439,0.04856936,0.62802951
ENSG00000267454,0.243886128,0.116517855
ENSG00000267470,-0.052948401,0.598939176
ENSG00000267473,-0.069189024,0.529406271
ENSG00000267474,0.045346935,0.525059381
ENSG00000267475,0.016305492,0.872237688
ENSG00000267480,-2.160120958,2.12E-06
ENSG00000267481,-0.007821827,0.939121896
ENSG00000267491,0.011050486,0.80708388
ENSG00000267493,0.021744208,0.844129747
ENSG00000267498,-0.01009885,0.843384161
ENSG00000267500,0.012327874,0.787860736
ENSG00000267507,-0.021048188,0.656353186
ENSG00000267508,0.154001128,0.263849256
ENSG00000267510,-0.108885693,0.318852316
ENSG00000267519,-0.089145133,0.478253299
ENSG00000267523,0.038637701,0.754266161
ENSG00000267528,1.654128762,0.000814049
ENSG00000267530,-0.025775717,0.75731257
ENSG00000267533,0.294150198,0.012009969
ENSG00000267534,-0.099279261,0.395777312
ENSG00000267541,-0.03423132,0.745062203
ENSG00000267543,0.026982732,0.7681885
ENSG00000267544,-0.106888176,0.335053709
ENSG00000267546,0.087410634,0.324974727
ENSG00000267547,-0.21982495,0.107164662
ENSG00000267549,-0.013933141,0.798439979
ENSG00000267560,0.019435731,0.751840677
ENSG00000267565,0.077147989,0.400257257
ENSG00000267570,-0.028664437,0.556738344
ENSG00000267571,0.001102668,0.990102695
ENSG00000267575,0.141634695,0.304667666
ENSG00000267577,-0.014601679,0.856477222
ENSG00000267581,0.042039918,0.388665609
ENSG00000267588,0.123753115,0.124902827
